Model,Total_Iterations,ODE,ODE_dim,net_size,lr,batch_size,stopping_loss,L1_avg,L2_avg,End_point_L1_avg,End_point_L2_avg
PINN base,25,Simplified 15D Linear System,15,"(2, 50)",0.01,2048,0.001,0.04090677687024833,0.04374229009764627,0.040605866543201606,0.04778472309108791
PINN base,45,Simplified 15D Linear System,15,"(2, 50)",0.01,2048,0.0001,0.015216935556845047,0.01757922629412524,0.01454961591128583,0.01834043159015162
PINN base,35,Simplified 15D Linear System,15,"(2, 50)",0.001,512,0.001,0.034671395050828904,0.04117420259885011,0.030601357446625007,0.042323429436972544
PINN base,72,Simplified 15D Linear System,15,"(2, 50)",0.001,512,0.0001,0.011754412671103038,0.015904301968350236,0.010373509994436614,0.013101611087105934
PINN base,35,Simplified 15D Linear System,15,"(2, 50)",0.001,2048,0.001,0.045430513311519365,0.05021570673079354,0.04336712010711225,0.05677682478195245
PINN base,100,Simplified 15D Linear System,15,"(2, 50)",0.001,2048,0.0001,0.008373508363754662,0.011887974862907371,0.00761745532418385,0.009833692812482286
PINN base,25,Simplified 15D Linear System,15,"(3, 50)",0.01,512,0.001,0.027365674354454146,0.03121189283595373,0.024645341869797676,0.0351000893202149
PINN base,48,Simplified 15D Linear System,15,"(3, 50)",0.01,512,0.0001,0.017251631807549798,0.01917029394176223,0.017784233941390396,0.02133003798257143
PINN base,23,Simplified 15D Linear System,15,"(3, 50)",0.01,2048,0.001,0.046365136456262175,0.04951984475345732,0.04473264889496078,0.05372972093227503
PINN base,47,Simplified 15D Linear System,15,"(3, 50)",0.01,2048,0.0001,0.019175637817216692,0.020529676496019198,0.02070962790323017,0.027456265424493198
PINN base,35,Simplified 15D Linear System,15,"(3, 50)",0.001,512,0.001,0.028095945525694808,0.032117372463494824,0.03037011330459342,0.03850466370003817
PINN base,75,Simplified 15D Linear System,15,"(3, 50)",0.001,512,0.0001,0.011004644549106157,0.015113097845642291,0.008636607579955923,0.014206077706116808
PINN base,43,Simplified 15D Linear System,15,"(3, 50)",0.001,2048,0.001,0.019890649233981577,0.023572573388976892,0.019477642996977865,0.02479113109832488
PINN base,87,Simplified 15D Linear System,15,"(3, 50)",0.001,2048,0.0001,0.011552539995877052,0.014627176431265354,0.010696155753808716,0.016525590981151504
PINN base,20,Simplified 15D Linear System,15,"(4, 50)",0.01,512,0.001,0.04591016660895129,0.04817700621562869,0.04432563928665866,0.05244354274517901
PINN base,42,Simplified 15D Linear System,15,"(4, 50)",0.01,512,0.0001,0.012544760311492086,0.014633462656461493,0.013007615376958704,0.018556777113723787
PINN base,20,Simplified 15D Linear System,15,"(4, 50)",0.01,2048,0.001,0.03468132697708621,0.039222689683315735,0.03146255584283326,0.044130727567427204
PINN base,36,Simplified 15D Linear System,15,"(4, 50)",0.01,2048,0.0001,0.01462405880911686,0.01782380211530758,0.013418304005376702,0.016106013035593735
PINN base,38,Simplified 15D Linear System,15,"(4, 50)",0.001,512,0.001,0.02851883155951557,0.03551675913554017,0.024483013207455266,0.04301657288590944
PINN base,72,Simplified 15D Linear System,15,"(4, 50)",0.001,512,0.0001,0.011294053444281424,0.01590139593060478,0.00843002027459915,0.012786800310612821
PINN base,40,Simplified 15D Linear System,15,"(4, 50)",0.001,2048,0.001,0.02835396418348848,0.03432025438251343,0.02310491311561039,0.033363266166261056
PINN base,81,Simplified 15D Linear System,15,"(4, 50)",0.001,2048,0.0001,0.014120491448622504,0.017294511522109157,0.014045049755291595,0.025268025522995126
PINN new architecture,36,Simplified 15D Linear System,15,"(2, 50)",0.01,512,0.001,0.05828289676790403,0.06170177304162519,0.0546301166855725,0.07946710257981021
PINN new architecture,72,Simplified 15D Linear System,15,"(2, 50)",0.01,512,0.0001,0.012208651160529264,0.014545057648706488,0.011769702920232524,0.014332254371317408
PINN new architecture,41,Simplified 15D Linear System,15,"(2, 50)",0.01,2048,0.001,0.04050442728679279,0.043381835652656825,0.041380697646490355,0.05390068538742335
PINN new architecture,69,Simplified 15D Linear System,15,"(2, 50)",0.01,2048,0.0001,0.01647203981618982,0.018445331626032093,0.01703040290015623,0.01994685159118686
PINN new architecture,56,Simplified 15D Linear System,15,"(2, 50)",0.001,512,0.001,0.04610370809355367,0.055123223684125686,0.04236058552648672,0.048994752843455044
PINN new architecture,259,Simplified 15D Linear System,15,"(2, 50)",0.001,512,0.0001,0.011387703128707757,0.016106570566862766,0.00812210889920517,0.010402511424440918
PINN new architecture,87,Simplified 15D Linear System,15,"(2, 50)",0.001,2048,0.001,0.04010409973878971,0.048150239310208086,0.04127608228740811,0.04930010429404813
PINN new architecture,312,Simplified 15D Linear System,15,"(2, 50)",0.001,2048,0.0001,0.014659296800131276,0.018500803494906997,0.01462312744290446,0.019416343573615998
PINN new architecture,35,Simplified 15D Linear System,15,"(3, 50)",0.01,512,0.001,0.03339035707396336,0.03645002648479285,0.03543035433101858,0.04673266634932017
PINN new architecture,69,Simplified 15D Linear System,15,"(3, 50)",0.01,512,0.0001,0.011835196111396868,0.014469658737989503,0.014533834239388043,0.015463548962016151
PINN new architecture,33,Simplified 15D Linear System,15,"(3, 50)",0.01,2048,0.001,0.0377391004013193,0.0422340573144041,0.03514759110784381,0.044652815221089735
PINN new architecture,65,Simplified 15D Linear System,15,"(3, 50)",0.01,2048,0.0001,0.014226061745229784,0.01608052928208325,0.014452041597589423,0.020607757274733293
PINN new architecture,64,Simplified 15D Linear System,15,"(3, 50)",0.001,512,0.001,0.0507084707310985,0.06129570588064781,0.061842850892933184,0.08115805259909742
PINN new architecture,167,Simplified 15D Linear System,15,"(3, 50)",0.001,512,0.0001,0.013042588896590993,0.01798665328450094,0.010354911640090112,0.011813544710162915
PINN new architecture,77,Simplified 15D Linear System,15,"(3, 50)",0.001,2048,0.001,0.054346508581393324,0.065513819477169,0.06590508000690534,0.08340763475685083
PINN new architecture,304,Simplified 15D Linear System,15,"(3, 50)",0.001,2048,0.0001,0.016857604395891165,0.021266809863143315,0.015764993687394813,0.02026149042385278
PINN new architecture,35,Simplified 15D Linear System,15,"(4, 50)",0.01,512,0.001,0.036743920763119754,0.04126369591680881,0.040060551727152074,0.0518402686256947
PINN new architecture,68,Simplified 15D Linear System,15,"(4, 50)",0.01,512,0.0001,0.013461847119515228,0.015518076872258323,0.012808184752510067,0.01696202099278664
PINN new architecture,33,Simplified 15D Linear System,15,"(4, 50)",0.01,2048,0.001,0.030050023124591325,0.03691340614674483,0.02475678357427608,0.03614048794700187
PINN new architecture,71,Simplified 15D Linear System,15,"(4, 50)",0.01,2048,0.0001,0.009281443729817757,0.011786167042133642,0.007924570487334387,0.01037734464784365
PINN new architecture,68,Simplified 15D Linear System,15,"(4, 50)",0.001,512,0.001,0.03900415879026169,0.04701451176548736,0.05602998823413995,0.0641625199557645
PINN new architecture,181,Simplified 15D Linear System,15,"(4, 50)",0.001,512,0.0001,0.01485243943118206,0.019398884277986802,0.01360616520159371,0.01853901985550592
PINN new architecture,64,Simplified 15D Linear System,15,"(4, 50)",0.001,2048,0.001,0.03893482704660077,0.04970285514359011,0.04435972664109065,0.053708078031532325
PINN new architecture,356,Simplified 15D Linear System,15,"(4, 50)",0.001,2048,0.0001,0.009627733179339262,0.013628930218222823,0.0069310135932732775,0.008379723618080702
PINN new architecture MLP,121,Simplified 15D Linear System,15,"(2, 50)",0.01,512,0.001,0.002386792670850892,0.0031565169140486595,0.002452644471603213,0.0032551213711608826
PINN new architecture MLP,103,Simplified 15D Linear System,15,"(2, 50)",0.01,512,0.0001,0.0033778187675288615,0.004269257773383759,0.002571482994247548,0.0031689861911676537
PINN new architecture MLP,3260,Simplified 15D Linear System,15,"(2, 50)",0.01,2048,0.001,0.0017312533935658334,0.0018591989696676418,0.0019120867978367076,0.0023627861601415987
PINN new architecture MLP,6250,Simplified 15D Linear System,15,"(2, 50)",0.01,2048,0.0001,0.010076446312374905,0.010370917673306551,0.010755466239880388,0.011873657910849954
PINN new architecture MLP,412,Simplified 15D Linear System,15,"(2, 50)",0.001,512,0.001,0.0029945910937844776,0.0044964098642575195,0.002038611639150752,0.003074097827530261
PINN new architecture MLP,510,Simplified 15D Linear System,15,"(2, 50)",0.001,512,0.0001,0.0028531094010929054,0.004443396331155353,0.0025449349643411703,0.0033331068400902905
PINN new architecture MLP,565,Simplified 15D Linear System,15,"(2, 50)",0.001,2048,0.001,0.0024269716885371648,0.004158863228969893,0.0013192074559051832,0.0015977798446320207
PINN new architecture MLP,538,Simplified 15D Linear System,15,"(2, 50)",0.001,2048,0.0001,0.0021649655530814865,0.0033102083215912504,0.0014598966723312129,0.0019350918742644873
PINN new architecture MLP,95,Simplified 15D Linear System,15,"(3, 50)",0.01,512,0.001,0.004093445778803637,0.0055723927189980016,0.003241475919220136,0.004012059975553961
PINN new architecture MLP,104,Simplified 15D Linear System,15,"(3, 50)",0.01,512,0.0001,0.003158555928247225,0.004132261680633539,0.002455282890386747,0.002850985079766997
PINN new architecture MLP,2325,Simplified 15D Linear System,15,"(3, 50)",0.01,2048,0.001,0.0017559031384728827,0.0018796900736971862,0.0019348802460746482,0.002436720166204034
PINN new architecture MLP,5979,Simplified 15D Linear System,15,"(3, 50)",0.01,2048,0.0001,0.002030170267837664,0.0021892077458051753,0.002473035229545157,0.0028313999599266122
PINN new architecture MLP,385,Simplified 15D Linear System,15,"(3, 50)",0.001,512,0.001,0.0028670150569810077,0.0039161022726201394,0.0021021522656618414,0.0027400717831640112
PINN new architecture MLP,356,Simplified 15D Linear System,15,"(3, 50)",0.001,512,0.0001,0.002499922983062999,0.0038731223290628157,0.0015102130964157279,0.002513248044460324
PINN new architecture MLP,629,Simplified 15D Linear System,15,"(3, 50)",0.001,2048,0.001,0.0019318101773177312,0.002902042413757037,0.001214263872652972,0.0021352645145031103
PINN new architecture MLP,494,Simplified 15D Linear System,15,"(3, 50)",0.001,2048,0.0001,0.0031120926893905996,0.00490120296498395,0.0017158814411082917,0.002064608813663579
PINN new architecture MLP,103,Simplified 15D Linear System,15,"(4, 50)",0.01,512,0.001,0.004473821074276358,0.005922509476824049,0.003028558278555793,0.0034321726999788616
PINN new architecture MLP,117,Simplified 15D Linear System,15,"(4, 50)",0.01,512,0.0001,0.002855016614362391,0.0035220505173880158,0.00283423979549881,0.0032896422722763605
PINN new architecture MLP,3720,Simplified 15D Linear System,15,"(4, 50)",0.01,2048,0.001,0.0025978554319006876,0.002806927156143693,0.0023271197994935923,0.0030594020042637397
PINN new architecture MLP,5003,Simplified 15D Linear System,15,"(4, 50)",0.01,2048,0.0001,0.001245776708544134,0.002296191721202757,0.0010329202197986386,0.0012855510006927894
PINN new architecture MLP,366,Simplified 15D Linear System,15,"(4, 50)",0.001,512,0.001,0.0030709002679077282,0.00452058514158179,0.00236370347699745,0.0037191901706881258
PINN new architecture MLP,456,Simplified 15D Linear System,15,"(4, 50)",0.001,512,0.0001,0.0037177791165455597,0.005431160346634921,0.0025690126267511482,0.0038098581514005147
PINN new architecture MLP,618,Simplified 15D Linear System,15,"(4, 50)",0.001,2048,0.001,0.003108482060204492,0.00432393338682803,0.002011216963147446,0.0029871815886230906
PINN new architecture MLP,456,Simplified 15D Linear System,15,"(4, 50)",0.001,2048,0.0001,0.0033049898031476416,0.005077521127238872,0.0019146281929851322,0.0027361198241005863
PINN MLP,75,Simplified 15D Linear System,15,"(2, 50)",0.01,512,0.001,0.006289263629205216,0.007179218332699246,0.007155530659105311,0.010205482321616811
PINN MLP,107,Simplified 15D Linear System,15,"(2, 50)",0.01,512,0.0001,0.003769265355267756,0.004472575343320733,0.003131782511207719,0.003695272333613024
PINN MLP,207,Simplified 15D Linear System,15,"(2, 50)",0.01,2048,0.001,0.0026780629451458224,0.0037326731030513515,0.0020016837744930775,0.0026854865884159756
PINN MLP,196,Simplified 15D Linear System,15,"(2, 50)",0.01,2048,0.0001,0.0031212107787682987,0.004086055641114545,0.0022422072753103947,0.0028302654852293305
PINN MLP,119,Simplified 15D Linear System,15,"(2, 50)",0.001,512,0.001,0.0028795089067048434,0.004085565078740801,0.002395986360327779,0.0036991130054260983
PINN MLP,111,Simplified 15D Linear System,15,"(2, 50)",0.001,512,0.0001,0.002484544710898703,0.004105237504338407,0.0016360499524863121,0.0022554942618693056
PINN MLP,223,Simplified 15D Linear System,15,"(2, 50)",0.001,2048,0.001,0.0031314174095122826,0.004324377050587512,0.00257264110224736,0.003929247552220635
PINN MLP,190,Simplified 15D Linear System,15,"(2, 50)",0.001,2048,0.0001,0.0019642060682786644,0.0036499009153292314,0.0010181881847450107,0.0012328769514777349
PINN MLP,67,Simplified 15D Linear System,15,"(3, 50)",0.01,512,0.001,0.006128224591952057,0.006837717098432611,0.006225071671634329,0.0083698601310479
PINN MLP,88,Simplified 15D Linear System,15,"(3, 50)",0.01,512,0.0001,0.002760803596202744,0.003382593715210383,0.0022683324249532623,0.0028243450238849776
PINN MLP,164,Simplified 15D Linear System,15,"(3, 50)",0.01,2048,0.001,0.0020420683577746946,0.0031217459891399227,0.0013692038436321557,0.0020578179791833568
PINN MLP,292,Simplified 15D Linear System,15,"(3, 50)",0.01,2048,0.0001,0.0015202931567832917,0.0028080442975372075,0.0007920513840562031,0.0016357077008285967
PINN MLP,86,Simplified 15D Linear System,15,"(3, 50)",0.001,512,0.001,0.00372052936752808,0.004845409442186854,0.0026359587672700005,0.004313540787590009
PINN MLP,92,Simplified 15D Linear System,15,"(3, 50)",0.001,512,0.0001,0.0015851500771531415,0.0024597307172403776,0.000995575433414558,0.0014198586794961447
PINN MLP,132,Simplified 15D Linear System,15,"(3, 50)",0.001,2048,0.001,0.002399194089112938,0.0043952713283659335,0.001054944922514898,0.002321481907023865
PINN MLP,137,Simplified 15D Linear System,15,"(3, 50)",0.001,2048,0.0001,0.002510662985774041,0.004001692275610974,0.001697523204759903,0.0023208169726051057
PINN MLP,59,Simplified 15D Linear System,15,"(4, 50)",0.01,512,0.001,0.002853952789161913,0.0037352117243861943,0.002002010085879168,0.00268823173076573
PINN MLP,77,Simplified 15D Linear System,15,"(4, 50)",0.01,512,0.0001,0.00444815875844301,0.005221403664089552,0.004638177627550742,0.005908885727022035
PINN MLP,223,Simplified 15D Linear System,15,"(4, 50)",0.01,2048,0.001,0.0019237452503031239,0.003389346223913434,0.0009643960146249417,0.001747023276159428
PINN MLP,256,Simplified 15D Linear System,15,"(4, 50)",0.01,2048,0.0001,0.0030445124126057036,0.004612525832906439,0.0025663198431727556,0.0032435269437217093
PINN MLP,79,Simplified 15D Linear System,15,"(4, 50)",0.001,512,0.001,0.003235115175195744,0.004138402034154013,0.0025208229535978403,0.003105211171537939
PINN MLP,85,Simplified 15D Linear System,15,"(4, 50)",0.001,512,0.0001,0.00322712285684039,0.004022011535739582,0.0025245865365836257,0.0037774799278497565
PINN MLP,110,Simplified 15D Linear System,15,"(4, 50)",0.001,2048,0.001,0.003097590144964412,0.004364655723952474,0.002116360077241299,0.002695533486935169
PINN MLP,138,Simplified 15D Linear System,15,"(4, 50)",0.001,2048,0.0001,0.0021690675632066734,0.0029468481881019864,0.0015532911939460646,0.00241245452148337
